score,at,content
4,2025 09 05 12 36 54,aplikasi shopee bagus banget tokonya juga banyak yang amanah tpi kadang ada juga tokonya yg gak mau ditolak trus sekarang lagi kumat eror nya gak bisa cod
3,2025 09 05 02 23 25,tolong dong semua kurirnya wajib chat dulu sebelum kirim kalo cod kurirnya nyuruh buru padahal saya ambil uang
5,2025 09 05 02 07 34,belanja di shopee sangat puas barang sesuai bisa cod cek dulu
1,2025 09 04 20 51 21,kenapa sih shopee sekarang cod nya nggak ditulis berapa berapanya sekarang malah kurir bisa seenaknya kalo nagih uang cod gk sesuai sama yang tertulis di apk
5,2025 09 04 20 50 12,tolong aktifkan kembali metode cod saya kaka kemarin saya ajukan pengembalian karena barang tidak sesuai gambar
1,2025 09 04 19 40 49,apk buruk apk gak guna banyak pemblokiran data di sebar banyak barang yang dateng cod padahal gak co apk apaan ini mending pindah ke apk sebelah lebih bagus ini apk shopee terburuk yang pernah saya pake
5,2025 09 04 19 04 27,semakin hari shopee semakin lebih bagus dan harapannya agar shopee meningkatkan pelayanan dan perlindungan terhadap konsumen karena kadang kadang konsumen ditipu oleh penjual seperti pernah terjadi istri saya beli baju yang datang cuman lempengan kardus sementara cod saja waktu itu belum ada cod cek dulu sudah kadung dibayar
2,2025 09 04 18 39 17,punya saya ga bisa cod
4,2025 09 04 17 46 01,shoppe ok tingkatkan lagi untuk sistem cod bisa buat beli meja belajar cod
4,2025 09 04 17 29 29,udah bagus si cuman agak kureng karna kalo daerah indonesia timur kayak papua belum ada metode cod
1,2025 09 04 17 28 10,min tolong pembayaran tambahkan lewat qris dana gopay ovo dll susah klo didesa buat bayarnya mana harus nyebrang ngambil klo cod
5,2025 09 04 15 53 40,ka saran aku sih misalnya nge mesen paket cod trs gaada orang di rumah adain di aplikasi shopee nya kurirnya jadi bisa kasih tau pulangnya kapan jadi biar ga ke toko nya lagi mohon ya kaa
5,2025 09 04 14 40 03,aplikasinya bagus tapi kenapa udah ngga bisa cod lagi
4,2025 09 04 12 03 20,tambahin waktu pasca prabayar kalo bisa ovo masukin ka jadi aku kalo bayar bisa lewat ovo soal nya kalo cod aku belom tentu ada di rumah makasih
1,2025 09 04 05 50 29,pesanan di tolak karena tidak sesuai dn sistem cod di nonaktifkan
5,2025 09 04 02 30 24,sangat cocok untuk belanja barang barang tapi sayang nya ga bisa cod
1,2025 09 04 02 10 32,shoppe sebenarnya tempat balanja paling bagus dari semua apk tapi kenapa skrg alamat saya sdh tdk bsa memakai cod cek dulu padahal dulu sering sy pesanya bisa saya tdk pernah masalah dengan pengembalian barang dan saya bayar semua yg datang tapi malah jadi begini kecewa bgt terpaksa saya hapus aja apk ini
5,2025 09 03 21 59 03,belanja semakin mudah dan murah bisa cod pokoknya shopee paling ok
5,2025 09 03 19 31 01,ini aplikasi gak jelas dah gw mau login tapi di suruh scan code qr dan gw mau scan code qr gw malah di suruh login sedang mau loginya aj gak bisa gimana gw mau scan code qrnya plizz lah buat developmentnya ini gimana
3,2025 09 03 19 29 47,tolong sy tidak bs cod lg
5,2025 09 03 17 54 02,karena bisa cod
5,2025 09 03 16 40 15,anjay banget bisa cod
1,2025 09 03 15 21 45,halah gak bisa cod skip
5,2025 09 03 14 47 29,shopie cod shopie cod
5,2025 09 03 14 36 05,tapi kok gk bisa cod
5,2025 09 03 14 31 54,harus ada fitur cod bagus lagi
1,2025 09 03 14 24 03,kurang baik cod saya gak di aktipin
5,2025 09 03 12 46 12,saya sangat terbantu belanja kebutuhan di shopee pelayanan ok serta belanja cod juga kurirnya sangat baik dan semoga lebih di tingkatkan lagi hadiahnya saya sudah langganan lama tapi belum pernah dapat hadiah terimakasih shopee semoga lancar dan sukses
5,2025 09 03 12 27 13,alhamdulillah sudah bisa lagi fitur cod terimakasih ya
1,2025 09 03 11 41 54,gak bisa cod pindah platform lain aja aplikasi busuk
5,2025 09 03 10 52 28,barang bagus bisa di percaya pelayanan nya yang atas adalah komentar saya waktu itu senang kenapa belakangan ini cod selalu di tolak ap kesalahan saya
5,2025 09 03 10 34 20,hallo kak perkenalkan saya mery lestari saran saya kak kalau kurir ngantar paket tolong langsung dicantumkan nomor hp kurir yang ngantar paket terkadang kurirnya tidak ada ngechat pelanggan bagi yang rumah nya dipelosok harus cod dulu baru bisa ambil paketnya seperti di aplikasi sebelah nomor hp kurirnya dicantumkan kalau seandainya darurat langsung bisa ngechat kurirnya
5,2025 09 03 05 50 23,saya sangat suka dengan ada nya shopee belanja lebih hemat biaya dan enak nya lagi bisa cod
3,2025 09 03 05 08 05,kok sekarang shoppe gk bisa cod untuk di daerah ku knpa ya
2,2025 09 03 02 57 54,paket saya status tiba pengiriman sering di kembalikan padahal no aktif ini kurir spx kacau sampai gak bisa cod lagi
3,2025 09 02 18 17 01,kenapa akun saya gk bisa cod lg sih padahal saya pingin yg terbaik dari shopee dan puas belanja di shopee
1,2025 09 02 16 09 24,kenapa tidak fitur codnya
2,2025 09 02 14 58 52,saya sangat menyukai shopee ini tapi ada yg bikin kesel kalo pesen barang contohnya ketika ingin merubah ukuran produk yg ingin kita beli jika dibatalkan penjual tetap mengirim padahal saya sudah menjelaskan ingin merubah pesanan tapi malah tetap di kirim alhasil saya reture aja barangnya malah sekarang fitur cod di akun ku di hapus ngeselin bgt
1,2025 09 02 13 46 48,kacau beli barang cod nya d batasi kacau
1,2025 09 02 11 23 34,kenapa ni shoope kok metode pembayaran cod dan cod cek dulu di batasi dah perasaan gak ada batasi bikin kesel aja ni shoope
5,2025 09 02 11 01 48,setelah sekian tahun belanja online di si biru tapi karena gratis ongkir yang dibatasi kini beralih ke si oren ini karena menyediakan gratis ongkir tanpa batas dan fitur cod cek dulu
5,2025 09 02 05 27 18,selama saya menggunakan apk ini puas dan saya sering pakai cara pembayaran cod karna gak ribet
5,2025 09 01 22 50 22,wajib donload sih keren bmgt apk nya cara pembayaran nya gampang kslo cod tinggal qris mudah bngt pemesannya ga ribet mudah di mengerti selalu bikin puas mau cari apa aja pasti ad di shope shope emang keren
5,2025 09 01 22 11 11,pesan mudah interaksi ke penjual gampang pilihan produk banyak pengembalian kelebihan bayar oke bisa cod bisa juga paylater bisa juga cicilan he
1,2025 09 01 21 37 15,kenapa tidak bisa buat cod
5,2025 09 01 18 58 41,senang belanja di shopee bisa cod dan dapat harga terjangkau yuk belanja di shopee
5,2025 09 01 17 47 23,semenjak ada shoope mau cek out barang paket datang selalu amanah dengan sellernya dan fitur cod sehingga memudahkan pembayaran cash untuk kedepannya pihak shopee tambahkan lagi yah pembayaran pakai aplikasi dana sehingga memudahkan pembayaran selain seabank dsb terimakasih shopee indonesia
5,2025 09 01 17 43 11,saran saya sebelum kalian mau cod sebelum mau checkout alangkah baiknya kalian liat komen di setiap toko itu aja sih
5,2025 09 01 17 34 16,aplikasinya bagus apalagi cod cek dulu sehingga buyernya tidak mudah tertipu
1,2025 09 01 15 09 56,kenapa di saya tidak bisa cod
5,2025 09 01 12 39 46,puas dengan layanan cod cek dulu
5,2025 09 01 08 58 55,saya sangat senang belanja di shopee harga lebih murah dan bs cod
2,2025 09 01 06 06 27,sangat parah sekali katanya cod tetapi kurirnya tidak mau ngantar pesanan ketempat tujuan yang seharusnya malahan kita yg disuruh ngambil ditempat yang mereka suruh dan itu sangat jauh saya kasih bintang dua aja
5,2025 09 01 00 24 26,tidak bisa cod
1,2025 08 31 19 41 53,gak bisa code gara gara kurir anda
2,2025 08 31 18 58 31,dulu blanja gampang bisa cod skrang mau blanja tidak bisa cod kecewa juga aplikasi shopeenya kok ngak bisa cod
5,2025 08 31 14 35 56,belanja mudah dan gratis ongkir tentunya bisa cod dong
5,2025 08 31 13 43 19,bagus dan sangat membantu dan banyak sistem cod apk belanja terbaik
3,2025 08 31 12 57 21,shopee saya tidak mau cod katanya ada beberapa penolakan barang padahaln saya baru daftar belum pernah cekout sama sekali
5,2025 08 31 11 33 51,cod cek dulu membuat rasa aman saat memesan
5,2025 08 31 10 20 03,sering belanja disini pertahankan sistem cod maka akan bertahan pula orang pakai aplikasi ini
1,2025 08 31 10 16 18,prik semua barang udah gabisa di cod bangsatt
1,2025 08 31 09 01 26,pengiriman yang gagal kok cod malah ga bsa seharusnya diprioritaskan bagi pengguna lama
5,2025 08 31 08 55 57,shopee membantu kita apa yang kita butuhkan semuanya ada di shopee tergantung kita sedang membutuhkan apa bisa langsung di cod aja akan tetapi terkadang ongkirnya terlalu mahal sehingga banyak pelanggan yang mengunrungkan niatnya untuk berbelanja apa bila akan berbelanja menunggu saat gratis ongkir saja
4,2025 08 30 18 25 25,cod sy dibekukan jd sy beli brg di aplikasi sebelah harap direspon
1,2025 08 30 16 26 13,tidak bisa kirim ke dana by barcode
5,2025 08 30 15 09 58,tidak bisa cod
5,2025 08 30 14 28 57,tolong dong aktifkan kembali shope cod saya
1,2025 08 30 12 17 12,system cod di web malah di alihkan ke apk mau beli aja di persulit
5,2025 08 30 10 12 54,sudah cukup baik dan sangat membantu untuk berbelanja online barang apa saja kalau bisa toko yg bermitra sm shoppe bisa cod semua
5,2025 08 30 03 26 58,belanja di shoppy bisa cod pengirimannya cepat
1,2025 08 30 01 51 19,aneh sekali tolak paket yg datang barang hancur akun sy gk bisa cod
1,2025 08 29 21 27 42,sdh tdk bisa cod
3,2025 08 29 21 00 16,percuma di update tapi saya tidak bisa dapat koin saat lihat live aplikasinya sudah bagus dan cocok untuk semua orang tapi kenapa kalau bayar pakai shopeepay lebih mahal daripada bayar cod pada biaya penanganan nya harus pakai shopeepay lebih murah dong tolong untuk di perbaiki
5,2025 08 29 18 35 10,puas banget retur di tanggapi shope puas deh de de tapi berapa lama saya dk bisa cod
1,2025 08 29 18 10 33,kurir nya banyak penipu saya sudah bayar transfer lewat seabank tapi malah di suru bayar lagi saat paket nya datang dengan alasan shopee sedang eror padahal saya sudah bilang paket nya sudah cod
5,2025 08 29 18 02 13,cod paling bagus harga standar
5,2025 08 29 17 53 57,shopee salah satu marketplace yg sangat baik belanja barang bisa cod cek dulu kalo barang tidak cocok bisa dikembalikan pokona mah top
3,2025 08 29 17 50 37,saya tidak bisa cod
4,2025 08 29 17 18 28,berguna tapi pas diretur ga bisa cod lagi
4,2025 08 29 15 32 58,kok aku gk bisa cod ini kenpaya bisa jelasin
4,2025 08 29 13 39 00,lbih dingkatkan untuk cod sama pengembalian dana nya
5,2025 08 29 13 30 49,bagus tapi kalau mau beli barang yang satu jutaan nga bisa cod
3,2025 08 29 12 24 36,kenapa yg diplosok ngga bisa cod lagii si minshopee pdhl kitaa yg ngga punya rekening cmn bisa pakek fitur cod adain lgi dong minshopee
5,2025 08 29 12 07 03,gampang cod dan barang ori semua
5,2025 08 29 09 00 39,cod pokoknya the best
5,2025 08 29 08 04 06,seneng bisa cod
3,2025 08 29 07 06 03,minggu kemarin masih langganan belanja di shopee tetapi setelah pernah menolak pesanan yang kemasannya rusak dan isi nya hilang dapat sanksi tidak boleh cod jadi malas belanja di shopee disini shopee tidak adil atau lebih memihak jasa expedisi dan penjual
5,2025 08 29 05 07 40,bener bener ngebantu apalagi sekarang ada cod cek dulu jadi lebih mudah
4,2025 08 28 21 18 18,min bagus minn tp tolong cod yg jgn dibatesi lgi yah mimin akiuu
5,2025 08 28 20 41 14,barang yg dijual sesuai gambar pengiriman sesuai estimasi fasilitas cod cek dulu memberi kenyamanan dalam blanja
1,2025 08 28 20 22 10,di dasmping nama produk ada cod pas saya cek g bisa cod apakah ada yg sama
1,2025 08 28 19 55 14,kenapa shoppe skarang ngak bisa cod pdhal dulu bisa mohon sitinjau lg
5,2025 08 28 16 14 10,jangak brapa hati baru bisa pembayaran cod minta bantu untuk perses cod nya supaya kami bisa ber belanja
3,2025 08 28 15 59 09,saya malah ndak bisa sistem cod
4,2025 08 28 14 28 44,bagus tapi kurang nya sekarang sudah tidak bisa cod lagi
1,2025 08 28 13 02 45,ini kenapa gk bisa cod ya padahal selalu ambil pesanan tapi kenapa gk bisa cod
4,2025 08 28 12 35 45,saya sudah lama berlangganan di shopee tapi skarang kanapa gak bisa cod
1,2025 08 28 12 27 27,gak usah di kasih bintang cs slow respon mentang mentang paket murah pake servis cargo cod barang belum di kirim ke rumah malah udah di kembalikan ke penjual sama kurir nya barang belum di kirim ke rumah dan gak ada konfirmasi tlp wa status nya penerima barang minta jadwal kirim ulang jasa apaan itu
3,2025 08 28 11 42 25,shopee sekarang tidak bisa cod mohon di aktifkan kembali
5,2025 08 28 06 17 22,tidak cape cape kepasar tinggallihat lihat barangnya dimana yang cocok di cod
5,2025 08 28 06 10 19,cod cek dulu andalan saya saya suka banyak diskon nya
1,2025 08 28 05 14 51,pembayaran cod shopee food sering gbisa
4,2025 08 28 03 47 35,apk nya udh bagus cuman pas udh pesen banyak ada batasan cod jadi gak bisa cod lagii
5,2025 08 28 01 48 26,tokonya pada jujur banyak geratis ongkir bisa cod juga shopee emang mantap
3,2025 08 28 01 22 08,shopeee bad ribet bgt sekarang ga bisa cod harus lewat jnt lah ini lah sdngkan ongkirnya gede bgt iya si brgnga murah tapi ongkirnya mahal mana mau pake shopeepay harus pake sandi ih
5,2025 08 27 13 38 08,hmm setelah di update jadi gabisa pakai fitur cod lgi untuk alamatku sangat di sayangkan
5,2025 08 27 12 03 31,harga murah keren cod mudah
1,2025 08 27 09 33 52,kenapa sih shopee sekarang dalam waktu beberapa hari ini kok gak bisa di cod
1,2025 08 27 09 31 40,kenapa ngga bisa cod min
1,2025 08 27 07 33 13,sekian lama uda hampir berapa bulan shopee tidak bisa cod padahl tidak sengaja sampai sekarang pun susah untuk cod padahl uda berbulan bulan
1,2025 08 27 06 53 31,duh makin parah soal retur yg di kembalikan tidak sesuai untuk para seller nonaktifkan cod biar aman cod sudah ga aman
2,2025 08 26 22 39 05,kurang baik aku tidak bisa cod tolong di perbaiki lg aplikasi shopi nya
5,2025 08 26 22 03 00,sangat membantu jika ada cod
5,2025 08 26 21 56 44,mantap penting cod di tempat
1,2025 08 26 20 54 25,kenapa cod nggak bisa
3,2025 08 26 20 06 08,bagus sayang ny ada beberapa barng yg sangat bagus tidak bisa cod
1,2025 08 26 17 27 50,udah ga bisa gw cod anj
1,2025 08 26 15 34 56,sudah berapa kali coba login karena lupa sandi malah enggak bisa sudah scan barcode tetap tidak bisa tolong dong bantuannya
4,2025 08 26 13 31 03,apk shopee paling berat kalau di hp yang memorinya kecil hpku sampe rusak krna abis download shopee dn sering bnget tiba buka live tp sekarang gnti hp yang ram nya gdhe alhamdulillah lancar cumn aq saranin mnding ngambil yang cod lebih aman sih
5,2025 08 26 12 09 55,sangat membantu bisa cod pengiriman barang cepat
5,2025 08 26 10 32 59,komplit dan murah dan juga bisa cod pastinya pengiriman cepat dn sesuai estimasi
3,2025 08 26 08 01 04,aplikasi aneh mas gua gak pesen malah datang pesanan cod
3,2025 08 26 00 20 53,kenapa akun saya tidak bisa cod padahal saya tidak pernah meretur paket an
1,2025 08 25 21 02 16,apasi dikit dikit gak bisa buat cod
4,2025 08 25 20 52 14,bagus si gratis ongkir terus tapi sorry bgt min tolong benerin kurirnya terutama bgt khususnya buat anteraja ga amanah sama sekali harga yg tertera sama yg dia sebut dilebihin sistemnya cod wktu itu cuma ada ibu saya pdhl uang saya udh ngpas dgn harga barangnya tp dia lebihin sendiri mentang orgtua yg nerima paket jd seenaknya gitu
5,2025 08 25 19 22 28,pengiriman cepat sampai biayanya cod murah banget trimakasih spx shopee memang oke
5,2025 08 25 18 56 42,shopee ini kenapa ya saya pesen paket cod terus kurirnya ngechat ke saya katanya mulai sekarang gabisa cod lagi kata shopeenya dan harus transfer dana apa benerya shope sekarang gabisa cod lagi saya takutnya penipuan disuruh transfer nanti barngnya ga dikasih
1,2025 08 25 11 28 11,apk nya memang bagus sangat membantu tapi sayang kurang bagus dalam hal cod kalau ada masalah dengan barang yg di antar selalu konsumen jadi korban dengan menonaktifkan fitur codnya padahal kururnya sendiri yg malas nyari alamat
1,2025 08 25 11 16 48,kak hari ini aku mau pesan cod kok gak bisa kk padahal kawan bisa kk itu apa masalahnya kk
4,2025 08 25 10 16 12,belanja online shopee yg paling aman adalah cod karna kalo pesanan belum diterima walau salah klik tdk akan rugi sedangkan spaylater kalo salah klik bisa rugi karna pesanan belum diterima tapi tetap masuk hutang karna ter klik pesanan diterima padahal pesanan belum tiba hanya karna salah klik jadi rugi bila pesanan hilang tdk diantar kalo cod tdk diantar yg bayar kurir jadi pasti diantar walau salah klik karna uang masih ditangan pemesan
1,2025 08 25 07 21 15,shopee kenapa saya diberi sanksi dengan tidak adanya cod karena pesanan saya ada yang berstatus dibatalkan sedangkan saya tidak pernah membatalkan sama sekali tapi kurir jasa pengiriman spx yang tidak melanjutkan pengiriman ke alamat saya hingga tercatat status dibatalkan artinya shopee expres membersihkan namanya dengan cara mengorbankan saya sebagai pelanggan saya ingin tahu seperti apa sikap shopee atas hal ini
5,2025 08 25 05 38 42,aplikasinya bagus bagus banget malah tapi kurirnya yang kurang bagus akun saya yang pertama udah ngk bisa cod lagi karna beberapa paket saya yg gagal di kirim oleh kurir padahal saya tiap hari stay di rumah
